"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","15","2025","Cincinnati","Bengals","1","1","0","0","0","39.6","3","6","2.00","0","145","105","1362","9.39","15","22.1","331.8"
"2","Miami Dolphins","TE","15","2025","Miami","Dolphins","0","0","0","0","0","","9","27","3.00","2","129","98","1040","8.06","8","17.6","263.7"
"3","Pittsburgh Steelers","TE","15","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","124","97","1015","8.19","10","17.2","257.7"
"4","Seattle Seahawks","TE","15","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","133","98","1040","7.82","6","16.0","240.0"
"5","Indianapolis Colts","TE","15","2025","Indianapolis","Colts","0","0","0","0","0","","6","8","1.33","0","126","94","1050","8.33","6","15.9","237.8"
"6","Washington Commanders","TE","15","2025","Washington","Commanders","0","0","0","0","0","","1","1","1.00","1","98","76","937","9.56","10","15.9","237.8"
"7","Arizona Cardinals","TE","15","2025","Arizona","Cardinals","0","0","0","0","0","","2","3","1.50","0","121","93","953","7.88","8","15.7","235.6"
"8","Tampa Bay Buccaneers","TE","15","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","4","5","1.25","0","112","89","852","7.61","10","15.6","234.7"
"9","Jacksonville Jaguars","TE","15","2025","Jacksonville","Jaguars","0","0","0","0","0","","2","8","4.00","0","130","92","909","6.99","7","15.0","224.7"
"10","New England Patriots","TE","15","2025","New England","Patriots","0","0","0","0","0","","3","6","2.00","1","120","89","908","7.57","6","14.8","221.4"
"11","San Francisco 49ers","TE","15","2025","San Francisco","49ers","0","0","0","0","0","","2","2","1.00","0","123","86","823","6.69","9","14.7","220.5"
"12","Denver Broncos","TE","15","2025","Denver","Broncos","0","0","0","0","0","","2","-4","-2.00","0","125","85","942","7.54","6","14.3","214.8"
"13","New York Jets","TE","15","2025","New York","Jets","1","1","1","38","1","158.3","16","55","3.44","0","112","81","786","7.02","7","14.1","211.6"
"14","Chicago Bears","TE","15","2025","Chicago","Bears","0","0","0","0","0","","6","5","0.83","0","114","89","814","7.14","5","13.4","200.9"
"15","Detroit Lions","TE","15","2025","Detroit","Lions","0","0","0","0","0","","4","32","8.00","0","110","74","814","7.40","7","13.4","200.6"
"16","Carolina Panthers","TE","15","2025","Carolina","Panthers","1","1","0","0","0","39.6","9","22","2.44","0","97","77","882","9.09","5","13.2","197.4"
"17","Tennessee Titans","TE","15","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","101","78","769","7.61","7","13.1","196.9"
"18","Dallas Cowboys","TE","15","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","107","85","812","7.59","4","12.8","192.2"
"19","Los Angeles Rams","TE","15","2025","Los Angeles","Rams","1","1","0","0","0","39.6","12","37","3.08","1","105","78","651","6.20","6","12.7","190.8"
"20","Cleveland Browns","TE","15","2025","Cleveland","Browns","0","0","0","0","0","","4","45","11.25","1","98","70","756","7.71","5","12.4","186.1"
"21","Green Bay Packers","TE","15","2025","Green Bay","Packers","0","0","0","0","0","","1","0","","0","109","83","648","5.94","6","12.3","183.8"
"22","New Orleans Saints","TE","15","2025","New Orleans","Saints","0","0","0","0","0","","1","2","2.00","0","102","78","746","7.31","5","12.2","182.8"
"23","Houston Texans","TE","15","2025","Houston","Texans","0","0","0","0","0","","2","2","1.00","0","100","74","676","6.76","7","12.1","181.8"
"24","Minnesota Vikings","TE","15","2025","Minnesota","Vikings","0","0","0","0","0","","2","4","2.00","0","99","73","712","7.19","6","12.0","179.6"
"25","Baltimore Ravens","TE","15","2025","Baltimore","Ravens","0","0","0","0","0","","3","5","1.67","0","102","77","730","7.16","4","11.6","174.5"
"26","Kansas City Chiefs","TE","15","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","89","73","717","8.06","4","11.3","168.9"
"27","New York Giants","TE","15","2025","New York","Giants","1","1","1","19","0","118.8","7","-4","-0.57","0","93","69","671","7.22","5","11.1","166.5"
"28","Los Angeles Chargers","TE","15","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","83","64","653","7.87","6","11.0","165.3"
"29","Las Vegas Raiders","TE","15","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","1","4","4.00","0","82","61","603","7.35","6","10.5","157.7"
"30","Atlanta Falcons","TE","15","2025","Atlanta","Falcons","2","2","0","0","0","39.6","10","17","1.70","0","83","58","616","7.42","2","9.0","135.3"
"31","Philadelphia Eagles","TE","15","2025","Philadelphia","Eagles","0","0","0","0","0","","1","1","1.00","0","91","58","461","5.07","3","8.1","122.2"
"32","Buffalo Bills","TE","15","2025","Buffalo","Bills","0","0","0","0","0","","2","3","1.50","1","66","42","493","7.47","3","7.8","117.6"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"